forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-02-09_2408.TW_forecast.csv,2026-02-09,2026-02-09,2026-02-10,274.5,266.014873623848,271.0,-1,-1,True
