forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-03-11_2408.TW_forecast.csv,2026-03-11,2026-03-11,2026-03-12,254.0,250.74277997016907,239.5,-1,-1,True
