forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-04-26_2408.TW_forecast.csv,2026-04-26,2026-04-24,2026-04-27,206.0,206.18717432022092,226.5,1,1,True
