forecast_file,decision_day,close_t,pred_t1,actual_t1,direction_pred,direction_actual,hit
2025-12-28_8110.TW_forecast.csv,2025-12-26,55.20000076293945,56.24739168372624,53.79999923706055,1,-1,0
