forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-02-24_2408.TW_forecast.csv,2026-02-24,2026-02-24,2026-02-25,298.0,292.09087657928467,288.0,-1,-1,True
