forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-03-31_2408.TW_forecast.csv,2026-03-31,2026-03-31,2026-04-01,198.5,200.12602972984317,211.0,1,1,True
