Pred_Close,Pred_MA5,Pred_MA10,date
169.4462890625,161.4892578125,157.69462890625,2025-12-23
171.7364959716797,164.93655700683593,158.91827850341798,2025-12-24
173.45745849609375,168.6280487060547,160.91402435302734,2025-12-25
174.50375366210938,171.62879943847656,163.01439971923827,2025-12-26
175.1917724609375,172.86715698242188,165.38357696533203,2025-12-29
