forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-08-12_2408.TW_forecast.csv,2026-08-12,2026-08-12,2026-08-13,482.5,475.1068043708801,514.0,-1,1,True
