forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-02-25_2408.TW_forecast.csv,2026-02-25,2026-02-25,2026-02-26,288.0,282.1908073425293,285.5,-1,-1,True
