forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-08-09_2408.TW_forecast.csv,2026-08-09,2026-08-07,2026-08-10,457.0,450.5504910945892,502.0,-1,1,True
