forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-03-18_2408.TW_forecast.csv,2026-03-18,2026-03-18,2026-03-19,276.0,272.99493384361267,260.0,-1,-1,True
