Pred_Close,Pred_MA5,Pred_MA10,date
149.22264897823334,154.74452979564666,166.62226489782333,2026-03-10
150.39373417498877,153.72327663064442,162.31163831532223,2026-03-11
151.11728572535733,151.74673377571588,158.22336688785794,2026-03-12
152.5211622775311,150.4509662312221,156.17548311561106,2026-03-13
151.8972399361683,151.03041421845575,154.4652071092279,2026-03-16
